deal_id,deal_amount,outcome,risk_score,win_probability,industry,sales_rep_id,cycle_bucket,risk_tier
D01249,5388,Won,55.0,45.0,SaaS,rep_9,Very Long (90-120d),Medium Risk
D01250,3055,Lost,55.4,44.6,HealthTech,rep_4,Very Long (90-120d),High Risk
D01251,19155,Won,55.9,44.1,EdTech,rep_10,Medium (30-60d),High Risk
D01252,9417,Lost,54.8,45.2,SaaS,rep_5,Very Long (90-120d),Medium Risk
D01253,30958,Won,53.3,46.7,Ecommerce,rep_8,Fast (0-30d),Medium Risk
D01254,7430,Lost,54.8,45.2,SaaS,rep_2,Long (60-90d),Medium Risk
D01255,46299,Lost,56.0,44.0,Ecommerce,rep_13,Medium (30-60d),High Risk
D01256,4751,Lost,53.0,47.0,HealthTech,rep_3,Fast (0-30d),Medium Risk
D01257,9824,Lost,55.4,44.6,FinTech,rep_18,Long (60-90d),High Risk
D01258,2850,Won,53.2,46.8,SaaS,rep_1,Fast (0-30d),Medium Risk
D01259,2288,Lost,54.4,45.6,Ecommerce,rep_21,Medium (30-60d),Medium Risk
D01260,18036,Won,54.7,45.3,HealthTech,rep_16,Very Long (90-120d),Medium Risk
D01261,10856,Won,52.3,47.7,FinTech,rep_12,Fast (0-30d),Medium Risk
D01262,6435,Won,55.7,44.3,Ecommerce,rep_7,Long (60-90d),High Risk
D01263,15594,Won,56.1,43.9,Ecommerce,rep_22,Long (60-90d),High Risk
D01264,11188,Lost,55.4,44.6,Ecommerce,rep_25,Medium (30-60d),High Risk
D01265,16893,Won,55.3,44.7,FinTech,rep_14,Medium (30-60d),High Risk
D01266,5148,Won,54.8,45.2,HealthTech,rep_1,Very Long (90-120d),Medium Risk
D01267,72674,Lost,54.8,45.2,Ecommerce,rep_5,Very Long (90-120d),Medium Risk
D01268,100000,Won,54.4,45.6,FinTech,rep_24,Very Long (90-120d),Medium Risk
D01269,13431,Lost,54.6,45.4,HealthTech,rep_7,Fast (0-30d),Medium Risk
D01270,15317,Lost,55.5,44.5,EdTech,rep_10,Long (60-90d),High Risk
D01271,2970,Won,54.5,45.5,Ecommerce,rep_18,Fast (0-30d),Medium Risk
D01272,5644,Lost,54.3,45.7,Ecommerce,rep_16,Very Long (90-120d),Medium Risk
D01273,96662,Lost,55.0,45.0,FinTech,rep_15,Very Long (90-120d),Medium Risk
D01274,37687,Lost,55.0,45.0,Ecommerce,rep_22,Fast (0-30d),Medium Risk
D01275,13811,Won,55.6,44.4,SaaS,rep_20,Medium (30-60d),High Risk
D01276,16526,Won,55.9,44.1,FinTech,rep_6,Medium (30-60d),High Risk
D01277,55761,Lost,55.3,44.7,FinTech,rep_22,Long (60-90d),High Risk
D01278,7113,Lost,55.5,44.5,HealthTech,rep_13,Very Long (90-120d),High Risk
D01279,14146,Lost,55.4,44.6,Ecommerce,rep_14,Very Long (90-120d),High Risk
D01280,6004,Lost,56.0,44.0,FinTech,rep_22,Medium (30-60d),High Risk
D01281,2876,Won,54.6,45.4,HealthTech,rep_3,Very Long (90-120d),Medium Risk
D01282,4794,Won,53.3,46.7,Ecommerce,rep_21,Very Long (90-120d),Medium Risk
D01283,3136,Won,53.8,46.2,FinTech,rep_23,Fast (0-30d),Medium Risk
D01284,5169,Lost,54.5,45.5,Ecommerce,rep_7,Fast (0-30d),Medium Risk
D01285,44238,Lost,55.1,44.9,HealthTech,rep_3,Very Long (90-120d),High Risk
D01286,36254,Lost,56.1,43.9,HealthTech,rep_7,Long (60-90d),High Risk
D01287,74038,Lost,55.7,44.3,Ecommerce,rep_7,Long (60-90d),High Risk
D01288,7599,Lost,53.3,46.7,FinTech,rep_2,Fast (0-30d),Medium Risk
D01289,2654,Lost,55.1,44.9,SaaS,rep_11,Very Long (90-120d),High Risk
D01290,66938,Lost,54.6,45.4,Ecommerce,rep_12,Medium (30-60d),Medium Risk
D01291,25596,Won,55.5,44.5,Ecommerce,rep_14,Very Long (90-120d),High Risk
D01292,38623,Lost,54.8,45.2,FinTech,rep_14,Very Long (90-120d),Medium Risk
D01293,76935,Won,54.4,45.6,SaaS,rep_5,Long (60-90d),Medium Risk
D01294,4219,Lost,55.8,44.2,HealthTech,rep_13,Medium (30-60d),High Risk
D01295,16177,Lost,54.3,45.7,FinTech,rep_16,Medium (30-60d),Medium Risk
D01296,50821,Lost,56.0,44.0,Ecommerce,rep_7,Very Long (90-120d),High Risk
D01297,76229,Won,53.9,46.1,HealthTech,rep_20,Fast (0-30d),Medium Risk
D01298,5027,Lost,55.8,44.2,EdTech,rep_15,Very Long (90-120d),High Risk
D01299,18385,Won,54.5,45.5,SaaS,rep_11,Very Long (90-120d),Medium Risk
D01300,97704,Lost,54.8,45.2,Ecommerce,rep_8,Medium (30-60d),Medium Risk
D01301,3215,Won,54.4,45.6,Ecommerce,rep_16,Very Long (90-120d),Medium Risk
D01302,19663,Won,55.0,45.0,HealthTech,rep_16,Very Long (90-120d),Medium Risk
D01303,17205,Lost,55.1,44.9,EdTech,rep_16,Medium (30-60d),High Risk
D01304,88616,Won,54.0,46.0,Ecommerce,rep_8,Long (60-90d),Medium Risk
D01305,23777,Won,54.8,45.2,EdTech,rep_3,Medium (30-60d),Medium Risk
D01306,6864,Lost,55.7,44.3,EdTech,rep_15,Medium (30-60d),High Risk
D01307,4644,Lost,55.0,45.0,Ecommerce,rep_18,Fast (0-30d),Medium Risk
D01308,76919,Won,55.4,44.6,HealthTech,rep_13,Very Long (90-120d),High Risk
D01309,6657,Won,54.4,45.6,FinTech,rep_16,Medium (30-60d),Medium Risk
D01310,11850,Won,54.0,46.0,FinTech,rep_11,Long (60-90d),Medium Risk
D01311,71903,Lost,56.0,44.0,FinTech,rep_18,Medium (30-60d),High Risk
D01312,4136,Lost,54.3,45.7,FinTech,rep_1,Very Long (90-120d),Medium Risk
D01313,10255,Lost,56.0,44.0,Ecommerce,rep_13,Medium (30-60d),High Risk
D01314,7710,Lost,54.9,45.1,SaaS,rep_7,Fast (0-30d),Medium Risk
D01315,9320,Won,55.0,45.0,Ecommerce,rep_6,Long (60-90d),Medium Risk
D01316,69060,Lost,55.5,44.5,HealthTech,rep_6,Very Long (90-120d),High Risk
D01317,7328,Won,54.7,45.3,SaaS,rep_20,Medium (30-60d),Medium Risk
D01318,46233,Won,53.9,46.1,HealthTech,rep_23,Fast (0-30d),Medium Risk
D01319,48417,Lost,55.7,44.3,FinTech,rep_10,Long (60-90d),High Risk
D01320,19795,Lost,54.4,45.6,HealthTech,rep_20,Long (60-90d),Medium Risk
D01321,4035,Lost,54.6,45.4,FinTech,rep_20,Very Long (90-120d),Medium Risk
D01322,6653,Won,56.0,44.0,HealthTech,rep_7,Long (60-90d),High Risk
D01323,2183,Won,55.4,44.6,EdTech,rep_5,Medium (30-60d),High Risk
D01324,2248,Lost,55.3,44.7,HealthTech,rep_3,Very Long (90-120d),High Risk
D01325,5929,Lost,54.3,45.7,Ecommerce,rep_13,Fast (0-30d),Medium Risk
D01326,3433,Lost,55.6,44.4,EdTech,rep_25,Very Long (90-120d),High Risk
D01327,7498,Won,54.4,45.6,FinTech,rep_1,Very Long (90-120d),Medium Risk
D01328,2387,Lost,54.4,45.6,Ecommerce,rep_12,Medium (30-60d),Medium Risk
D01329,7949,Lost,55.4,44.6,EdTech,rep_24,Very Long (90-120d),High Risk
D01330,84816,Lost,55.2,44.8,EdTech,rep_14,Long (60-90d),High Risk
D01331,79083,Lost,55.4,44.6,EdTech,rep_2,Medium (30-60d),High Risk
D01332,3306,Lost,54.0,46.0,Ecommerce,rep_3,Long (60-90d),Medium Risk
D01333,41587,Lost,55.2,44.8,EdTech,rep_22,Fast (0-30d),High Risk
D01334,88566,Lost,54.1,45.9,SaaS,rep_8,Very Long (90-120d),Medium Risk
D01335,3849,Lost,54.7,45.3,FinTech,rep_23,Very Long (90-120d),Medium Risk
D01336,3981,Lost,52.9,47.1,FinTech,rep_21,Very Long (90-120d),Medium Risk
D01337,3521,Won,55.2,44.8,FinTech,rep_15,Medium (30-60d),High Risk
D01338,4811,Lost,55.3,44.7,SaaS,rep_14,Very Long (90-120d),High Risk
D01339,6095,Lost,54.9,45.1,Ecommerce,rep_23,Long (60-90d),Medium Risk
D01340,4875,Lost,54.9,45.1,Ecommerce,rep_2,Very Long (90-120d),Medium Risk
D01341,19724,Won,53.6,46.4,EdTech,rep_24,Fast (0-30d),Medium Risk
D01342,48384,Won,54.5,45.5,FinTech,rep_4,Medium (30-60d),Medium Risk
D01343,56010,Won,54.7,45.3,SaaS,rep_13,Long (60-90d),Medium Risk
D01344,5700,Lost,54.5,45.5,EdTech,rep_20,Long (60-90d),Medium Risk
D01345,12080,Won,53.5,46.5,Ecommerce,rep_25,Fast (0-30d),Medium Risk
D01346,49980,Lost,54.9,45.1,FinTech,rep_23,Medium (30-60d),Medium Risk
D01347,17220,Lost,54.3,45.7,Ecommerce,rep_12,Very Long (90-120d),Medium Risk
D01348,8549,Won,54.6,45.4,Ecommerce,rep_23,Long (60-90d),Medium Risk
D01349,72602,Lost,54.3,45.7,FinTech,rep_5,Very Long (90-120d),Medium Risk
D01350,18811,Lost,53.5,46.5,Ecommerce,rep_9,Fast (0-30d),Medium Risk
D01351,2325,Won,55.3,44.7,Ecommerce,rep_5,Medium (30-60d),High Risk
D01352,54850,Won,54.9,45.1,EdTech,rep_1,Very Long (90-120d),Medium Risk
D01353,18879,Lost,54.9,45.1,FinTech,rep_7,Long (60-90d),Medium Risk
D01354,10382,Won,54.3,45.7,SaaS,rep_3,Very Long (90-120d),Medium Risk
D01355,3846,Won,54.4,45.6,EdTech,rep_2,Long (60-90d),Medium Risk
D01356,5201,Lost,54.5,45.5,SaaS,rep_16,Very Long (90-120d),Medium Risk
D01357,76720,Lost,55.1,44.9,FinTech,rep_14,Long (60-90d),High Risk
D01358,14443,Won,55.5,44.5,SaaS,rep_10,Long (60-90d),High Risk
D01359,93424,Won,54.3,45.7,SaaS,rep_20,Long (60-90d),Medium Risk
D01360,87763,Lost,55.8,44.2,EdTech,rep_9,Very Long (90-120d),High Risk
D01361,11133,Lost,55.2,44.8,SaaS,rep_11,Medium (30-60d),High Risk
D01362,38255,Lost,55.8,44.2,EdTech,rep_7,Long (60-90d),High Risk
D01363,58202,Won,55.5,44.5,SaaS,rep_7,Long (60-90d),High Risk
D01364,12435,Won,54.8,45.2,HealthTech,rep_11,Medium (30-60d),Medium Risk
D01365,6511,Lost,53.9,46.1,Ecommerce,rep_9,Fast (0-30d),Medium Risk
D01366,76060,Won,53.7,46.3,FinTech,rep_20,Long (60-90d),Medium Risk
D01367,3006,Won,53.7,46.3,FinTech,rep_9,Fast (0-30d),Medium Risk
D01368,2327,Won,55.5,44.5,EdTech,rep_4,Very Long (90-120d),High Risk
D01369,54961,Won,55.0,45.0,HealthTech,rep_8,Medium (30-60d),Medium Risk
D01370,91003,Won,56.0,44.0,FinTech,rep_6,Medium (30-60d),High Risk
D01371,80228,Lost,55.9,44.1,HealthTech,rep_6,Medium (30-60d),High Risk
D01372,17825,Won,53.8,46.2,FinTech,rep_8,Very Long (90-120d),Medium Risk
D01373,5149,Lost,53.5,46.5,EdTech,rep_25,Fast (0-30d),Medium Risk
D01374,13276,Lost,54.4,45.6,Ecommerce,rep_20,Very Long (90-120d),Medium Risk
D01375,6923,Lost,54.4,45.6,HealthTech,rep_7,Fast (0-30d),Medium Risk
D01376,14216,Lost,57.0,43.0,SaaS,rep_22,Medium (30-60d),High Risk
D01377,17366,Lost,54.8,45.2,Ecommerce,rep_1,Very Long (90-120d),Medium Risk
D01378,11744,Won,53.3,46.7,HealthTech,rep_16,Fast (0-30d),Medium Risk
D01379,4986,Lost,52.9,47.1,SaaS,rep_3,Fast (0-30d),Medium Risk
D01380,10320,Lost,54.5,45.5,Ecommerce,rep_8,Medium (30-60d),Medium Risk
D01381,17381,Won,54.3,45.7,Ecommerce,rep_16,Very Long (90-120d),Medium Risk
D01382,9103,Lost,56.2,43.8,FinTech,rep_18,Medium (30-60d),High Risk
D01383,12024,Won,53.5,46.5,EdTech,rep_25,Fast (0-30d),Medium Risk
D01384,5842,Won,52.6,47.4,SaaS,rep_12,Fast (0-30d),Medium Risk
D01385,41245,Lost,52.9,47.1,FinTech,rep_25,Fast (0-30d),Medium Risk
D01386,71775,Lost,55.5,44.5,Ecommerce,rep_24,Medium (30-60d),High Risk
D01387,12119,Lost,54.8,45.2,Ecommerce,rep_17,Long (60-90d),Medium Risk
D01388,9892,Lost,55.2,44.8,EdTech,rep_13,Long (60-90d),High Risk
D01389,15135,Lost,55.2,44.8,HealthTech,rep_25,Medium (30-60d),High Risk
D01390,12143,Lost,53.6,46.4,Ecommerce,rep_23,Fast (0-30d),Medium Risk
D01391,10384,Lost,55.4,44.6,EdTech,rep_2,Medium (30-60d),High Risk
D01392,6198,Won,54.4,45.6,EdTech,rep_3,Long (60-90d),Medium Risk
D01393,10391,Won,54.2,45.8,SaaS,rep_1,Fast (0-30d),Medium Risk
D01394,65472,Won,55.6,44.4,EdTech,rep_10,Long (60-90d),High Risk
D01395,91826,Lost,54.8,45.2,FinTech,rep_17,Very Long (90-120d),Medium Risk
D01396,7919,Won,55.0,45.0,HealthTech,rep_25,Very Long (90-120d),Medium Risk
D01397,2360,Won,55.6,44.4,SaaS,rep_14,Medium (30-60d),High Risk
D01398,3725,Lost,55.3,44.7,Ecommerce,rep_9,Long (60-90d),High Risk
D01399,18967,Lost,55.3,44.7,EdTech,rep_24,Very Long (90-120d),High Risk
D01400,97303,Won,54.8,45.2,HealthTech,rep_20,Very Long (90-120d),Medium Risk
D01401,85388,Won,54.8,45.2,SaaS,rep_2,Medium (30-60d),Medium Risk
D01402,3793,Lost,54.2,45.8,SaaS,rep_23,Fast (0-30d),Medium Risk
D01403,41292,Won,55.4,44.6,FinTech,rep_22,Long (60-90d),High Risk
D01404,15752,Won,55.1,44.9,EdTech,rep_4,Very Long (90-120d),High Risk
D01405,5523,Won,55.5,44.5,EdTech,rep_6,Long (60-90d),High Risk
D01406,30788,Lost,55.6,44.4,SaaS,rep_5,Medium (30-60d),High Risk
D01407,8841,Lost,55.0,45.0,HealthTech,rep_2,Very Long (90-120d),Medium Risk
D01408,3353,Won,54.0,46.0,FinTech,rep_19,Long (60-90d),Medium Risk
D01409,16034,Lost,56.1,43.9,SaaS,rep_10,Medium (30-60d),High Risk
D01410,4129,Lost,53.0,47.0,HealthTech,rep_20,Fast (0-30d),Medium Risk
D01411,15744,Lost,56.0,44.0,EdTech,rep_10,Medium (30-60d),High Risk
D01412,11449,Won,55.1,44.9,HealthTech,rep_23,Very Long (90-120d),High Risk
D01413,2882,Won,56.3,43.7,EdTech,rep_10,Very Long (90-120d),High Risk
D01414,92367,Won,55.2,44.8,HealthTech,rep_10,Long (60-90d),High Risk
D01415,4826,Won,54.0,46.0,HealthTech,rep_13,Fast (0-30d),Medium Risk
D01416,62848,Lost,56.3,43.7,EdTech,rep_22,Very Long (90-120d),High Risk
D01417,4740,Won,55.4,44.6,SaaS,rep_17,Medium (30-60d),High Risk
D01418,67281,Won,53.3,46.7,EdTech,rep_20,Fast (0-30d),Medium Risk
D01419,6104,Lost,56.4,43.6,SaaS,rep_22,Very Long (90-120d),High Risk
D01420,77008,Lost,55.3,44.7,SaaS,rep_15,Long (60-90d),High Risk
D01421,17655,Won,55.3,44.7,SaaS,rep_15,Medium (30-60d),High Risk
D01422,50077,Won,55.3,44.7,Ecommerce,rep_9,Medium (30-60d),High Risk
D01423,5680,Lost,54.5,45.5,FinTech,rep_2,Medium (30-60d),Medium Risk
D01424,98675,Lost,54.9,45.1,SaaS,rep_16,Long (60-90d),Medium Risk
D01425,5186,Lost,52.0,48.0,HealthTech,rep_21,Fast (0-30d),Medium Risk
D01426,5931,Lost,56.2,43.8,EdTech,rep_6,Medium (30-60d),High Risk
D01427,9599,Lost,55.3,44.7,SaaS,rep_23,Medium (30-60d),High Risk
D01428,11924,Lost,53.4,46.6,Ecommerce,rep_4,Fast (0-30d),Medium Risk
D01429,12559,Lost,53.6,46.4,HealthTech,rep_12,Fast (0-30d),Medium Risk
D01430,7081,Lost,53.5,46.5,HealthTech,rep_11,Fast (0-30d),Medium Risk
D01431,9696,Lost,55.9,44.1,HealthTech,rep_6,Medium (30-60d),High Risk
D01432,17133,Lost,54.1,45.9,EdTech,rep_21,Medium (30-60d),Medium Risk
D01433,68829,Won,55.3,44.7,FinTech,rep_14,Medium (30-60d),High Risk
D01434,35269,Won,54.4,45.6,Ecommerce,rep_16,Very Long (90-120d),Medium Risk
D01435,13112,Lost,54.5,45.5,FinTech,rep_2,Very Long (90-120d),Medium Risk
D01436,12598,Lost,56.4,43.6,EdTech,rep_17,Medium (30-60d),High Risk
D01437,2214,Won,55.6,44.4,SaaS,rep_5,Medium (30-60d),High Risk
D01438,43936,Lost,54.4,45.6,FinTech,rep_19,Medium (30-60d),Medium Risk
D01439,91950,Lost,55.5,44.5,SaaS,rep_10,Very Long (90-120d),High Risk
D01440,9523,Won,53.4,46.6,FinTech,rep_5,Fast (0-30d),Medium Risk
D01441,4958,Won,55.6,44.4,SaaS,rep_6,Long (60-90d),High Risk
D01442,33614,Lost,53.7,46.3,HealthTech,rep_16,Fast (0-30d),Medium Risk
D01443,17448,Lost,52.2,47.8,FinTech,rep_8,Fast (0-30d),Medium Risk
D01444,73021,Lost,54.2,45.8,EdTech,rep_19,Very Long (90-120d),Medium Risk
D01445,6958,Won,54.6,45.4,HealthTech,rep_19,Medium (30-60d),Medium Risk
D01446,6753,Lost,53.3,46.7,HealthTech,rep_8,Fast (0-30d),Medium Risk
D01447,34760,Won,54.4,45.6,HealthTech,rep_21,Medium (30-60d),Medium Risk
D01448,39265,Won,53.6,46.4,EdTech,rep_12,Fast (0-30d),Medium Risk
D01449,10390,Won,56.3,43.7,HealthTech,rep_7,Very Long (90-120d),High Risk
D01450,5549,Won,54.2,45.8,Ecommerce,rep_24,Fast (0-30d),Medium Risk
D01451,12576,Won,55.0,45.0,SaaS,rep_16,Very Long (90-120d),Medium Risk
D01452,11291,Lost,55.4,44.6,HealthTech,rep_9,Medium (30-60d),High Risk
D01453,7285,Lost,53.8,46.2,HealthTech,rep_17,Fast (0-30d),Medium Risk
D01454,18785,Lost,54.9,45.1,FinTech,rep_1,Medium (30-60d),Medium Risk
D01455,95289,Won,53.5,46.5,Ecommerce,rep_21,Very Long (90-120d),Medium Risk
D01456,14876,Lost,55.3,44.7,HealthTech,rep_16,Very Long (90-120d),High Risk
D01457,7701,Won,56.1,43.9,SaaS,rep_22,Very Long (90-120d),High Risk
D01458,13320,Won,54.4,45.6,HealthTech,rep_16,Long (60-90d),Medium Risk
D01459,2624,Won,54.5,45.5,FinTech,rep_14,Long (60-90d),Medium Risk
D01460,77839,Won,54.2,45.8,HealthTech,rep_8,Very Long (90-120d),Medium Risk
D01461,14703,Won,55.4,44.6,HealthTech,rep_15,Medium (30-60d),High Risk
D01462,90371,Won,53.3,46.7,Ecommerce,rep_2,Fast (0-30d),Medium Risk
D01463,16020,Lost,54.8,45.2,FinTech,rep_4,Very Long (90-120d),Medium Risk
D01464,92913,Lost,54.4,45.6,FinTech,rep_1,Long (60-90d),Medium Risk
D01465,3918,Lost,54.4,45.6,HealthTech,rep_7,Fast (0-30d),Medium Risk
D01466,35450,Won,53.9,46.1,EdTech,rep_12,Long (60-90d),Medium Risk
D01467,2062,Lost,54.0,46.0,Ecommerce,rep_6,Fast (0-30d),Medium Risk
D01468,50049,Won,53.6,46.4,SaaS,rep_9,Fast (0-30d),Medium Risk
D01469,11532,Lost,54.5,45.5,Ecommerce,rep_20,Long (60-90d),Medium Risk
D01470,11215,Lost,55.0,45.0,SaaS,rep_25,Medium (30-60d),Medium Risk
D01471,2440,Won,54.4,45.6,Ecommerce,rep_16,Very Long (90-120d),Medium Risk
D01472,26652,Won,55.4,44.6,FinTech,rep_18,Very Long (90-120d),High Risk
D01473,63525,Lost,54.8,45.2,FinTech,rep_6,Long (60-90d),Medium Risk
D01474,31715,Lost,54.5,45.5,Ecommerce,rep_20,Very Long (90-120d),Medium Risk
D01475,19163,Won,54.8,45.2,FinTech,rep_2,Very Long (90-120d),Medium Risk
D01476,41616,Lost,53.8,46.2,FinTech,rep_3,Very Long (90-120d),Medium Risk
D01477,27503,Lost,54.8,45.2,HealthTech,rep_1,Very Long (90-120d),Medium Risk
D01478,18577,Lost,53.9,46.1,FinTech,rep_6,Fast (0-30d),Medium Risk
D01479,10467,Lost,53.7,46.3,FinTech,rep_20,Long (60-90d),Medium Risk
D01480,2215,Won,56.8,43.2,EdTech,rep_22,Long (60-90d),High Risk
D01481,56055,Won,55.6,44.4,Ecommerce,rep_13,Medium (30-60d),High Risk
D01482,68439,Won,54.8,45.2,EdTech,rep_12,Very Long (90-120d),Medium Risk
D01483,2322,Lost,54.4,45.6,HealthTech,rep_7,Fast (0-30d),Medium Risk
D01484,2139,Lost,54.3,45.7,FinTech,rep_3,Medium (30-60d),Medium Risk
D01485,92848,Won,56.1,43.9,EdTech,rep_9,Medium (30-60d),High Risk
D01486,69556,Lost,54.7,45.3,FinTech,rep_17,Very Long (90-120d),Medium Risk
D01487,58686,Won,55.3,44.7,SaaS,rep_17,Very Long (90-120d),High Risk
D01488,19747,Won,54.0,46.0,HealthTech,rep_14,Fast (0-30d),Medium Risk
D01489,5196,Lost,54.9,45.1,EdTech,rep_25,Long (60-90d),Medium Risk
D01490,64555,Won,55.7,44.3,HealthTech,rep_10,Very Long (90-120d),High Risk
D01491,87237,Won,54.8,45.2,FinTech,rep_17,Medium (30-60d),Medium Risk
D01492,16499,Lost,55.5,44.5,HealthTech,rep_24,Medium (30-60d),High Risk
D01493,19252,Won,55.9,44.1,HealthTech,rep_7,Very Long (90-120d),High Risk
D01494,19614,Won,54.1,45.9,FinTech,rep_5,Long (60-90d),Medium Risk
D01495,26334,Lost,53.9,46.1,SaaS,rep_8,Long (60-90d),Medium Risk
D01496,7275,Won,54.5,45.5,FinTech,rep_2,Medium (30-60d),Medium Risk
D01497,15564,Lost,55.2,44.8,SaaS,rep_24,Medium (30-60d),High Risk
D01498,17602,Won,54.6,45.4,SaaS,rep_4,Very Long (90-120d),Medium Risk
D01499,18433,Won,54.3,45.7,FinTech,rep_20,Very Long (90-120d),Medium Risk
D01500,4832,Lost,54.9,45.1,FinTech,rep_20,Medium (30-60d),Medium Risk
D01501,14504,Won,54.7,45.3,SaaS,rep_1,Long (60-90d),Medium Risk
D01502,98900,Lost,54.8,45.2,HealthTech,rep_3,Very Long (90-120d),Medium Risk
D01503,4090,Won,56.2,43.8,Ecommerce,rep_18,Medium (30-60d),High Risk
D01504,14479,Won,55.3,44.7,FinTech,rep_17,Very Long (90-120d),High Risk
D01505,27259,Lost,54.1,45.9,Ecommerce,rep_12,Very Long (90-120d),Medium Risk
D01506,5164,Lost,55.3,44.7,HealthTech,rep_24,Very Long (90-120d),High Risk
D01507,5520,Won,54.1,45.9,FinTech,rep_19,Medium (30-60d),Medium Risk
D01508,47637,Lost,55.7,44.3,FinTech,rep_10,Very Long (90-120d),High Risk
D01509,11179,Lost,53.0,47.0,SaaS,rep_16,Fast (0-30d),Medium Risk
D01510,7034,Lost,57.2,42.8,EdTech,rep_22,Medium (30-60d),High Risk
D01511,96132,Won,56.3,43.7,EdTech,rep_10,Very Long (90-120d),High Risk
D01512,95076,Lost,54.7,45.3,SaaS,rep_25,Long (60-90d),Medium Risk
D01513,6917,Lost,55.3,44.7,HealthTech,rep_10,Long (60-90d),High Risk
D01514,17262,Won,55.1,44.9,SaaS,rep_25,Long (60-90d),High Risk
D01515,3515,Won,55.0,45.0,SaaS,rep_13,Very Long (90-120d),Medium Risk
D01516,9928,Won,53.8,46.2,Ecommerce,rep_21,Long (60-90d),Medium Risk
D01517,88156,Lost,54.3,45.7,SaaS,rep_11,Long (60-90d),Medium Risk
D01518,6596,Lost,53.6,46.4,FinTech,rep_14,Fast (0-30d),Medium Risk
D01519,14655,Lost,55.0,45.0,HealthTech,rep_22,Fast (0-30d),Medium Risk
D01520,14198,Lost,55.9,44.1,FinTech,rep_7,Very Long (90-120d),High Risk
D01521,11117,Lost,54.3,45.7,FinTech,rep_11,Very Long (90-120d),Medium Risk
D01522,13091,Won,55.1,44.9,HealthTech,rep_1,Long (60-90d),High Risk
D01523,17836,Lost,54.9,45.1,FinTech,rep_2,Very Long (90-120d),Medium Risk
D01524,7012,Lost,54.5,45.5,SaaS,rep_13,Fast (0-30d),Medium Risk
D01525,13265,Lost,55.2,44.8,HealthTech,rep_25,Medium (30-60d),High Risk
D01526,2412,Lost,55.2,44.8,FinTech,rep_9,Medium (30-60d),High Risk
D01527,2476,Won,55.1,44.9,Ecommerce,rep_25,Medium (30-60d),High Risk
D01528,16062,Lost,54.6,45.4,SaaS,rep_6,Fast (0-30d),Medium Risk
D01529,4152,Lost,55.1,44.9,HealthTech,rep_15,Long (60-90d),High Risk
D01530,3659,Lost,55.5,44.5,FinTech,rep_18,Very Long (90-120d),High Risk
D01531,2643,Lost,53.6,46.4,HealthTech,rep_4,Fast (0-30d),Medium Risk
D01532,6697,Lost,55.8,44.2,Ecommerce,rep_7,Long (60-90d),High Risk
D01533,10763,Lost,55.6,44.4,Ecommerce,rep_5,Medium (30-60d),High Risk
D01534,8866,Won,54.9,45.1,EdTech,rep_22,Fast (0-30d),Medium Risk
D01535,5794,Lost,52.5,47.5,FinTech,rep_3,Fast (0-30d),Medium Risk
D01536,6825,Lost,55.0,45.0,SaaS,rep_9,Long (60-90d),Medium Risk
D01537,19252,Lost,54.9,45.1,Ecommerce,rep_25,Very Long (90-120d),Medium Risk
D01538,16904,Lost,53.7,46.3,HealthTech,rep_11,Fast (0-30d),Medium Risk
D01539,19783,Lost,55.7,44.3,Ecommerce,rep_15,Very Long (90-120d),High Risk
D01540,3200,Lost,56.3,43.7,HealthTech,rep_18,Medium (30-60d),High Risk
D01541,4686,Lost,56.6,43.4,EdTech,rep_22,Medium (30-60d),High Risk
D01542,29550,Won,54.4,45.6,SaaS,rep_3,Very Long (90-120d),Medium Risk
D01543,97415,Lost,54.3,45.7,Ecommerce,rep_8,Very Long (90-120d),Medium Risk
D01544,24444,Lost,55.0,45.0,SaaS,rep_22,Fast (0-30d),Medium Risk
D01545,64265,Lost,55.2,44.8,SaaS,rep_17,Medium (30-60d),High Risk
D01546,6470,Lost,54.8,45.2,EdTech,rep_3,Medium (30-60d),Medium Risk
D01547,6417,Lost,55.4,44.6,EdTech,rep_15,Medium (30-60d),High Risk
D01548,16108,Lost,55.7,44.3,HealthTech,rep_18,Long (60-90d),High Risk
D01549,87648,Won,54.0,46.0,FinTech,rep_16,Very Long (90-120d),Medium Risk
D01550,7121,Won,55.1,44.9,EdTech,rep_1,Long (60-90d),High Risk
D01551,2250,Lost,56.2,43.8,HealthTech,rep_18,Long (60-90d),High Risk
D01552,15547,Lost,53.5,46.5,EdTech,rep_5,Fast (0-30d),Medium Risk
D01553,6719,Lost,54.6,45.4,SaaS,rep_18,Fast (0-30d),Medium Risk
D01554,44458,Won,55.6,44.4,Ecommerce,rep_24,Medium (30-60d),High Risk
D01555,11631,Won,54.1,45.9,EdTech,rep_20,Long (60-90d),Medium Risk
D01556,84177,Won,55.6,44.4,SaaS,rep_13,Very Long (90-120d),High Risk
D01557,4353,Lost,55.2,44.8,SaaS,rep_10,Long (60-90d),High Risk
D01558,6907,Lost,53.7,46.3,EdTech,rep_17,Fast (0-30d),Medium Risk
D01559,13039,Won,54.9,45.1,FinTech,rep_15,Very Long (90-120d),Medium Risk
D01560,18147,Lost,55.2,44.8,SaaS,rep_24,Medium (30-60d),High Risk
D01561,2131,Won,55.8,44.2,FinTech,rep_10,Very Long (90-120d),High Risk
